Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
143512;Besitzverschaffung für andere von Jugendpornographie gemäß § 184c Abs. 1 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;1;2015
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie gemäß § 184c Abs. 1 Nr. 3 StGB;0;0;0;0;1;1;0;0;0;0;1;1;2015
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie gemäß § 184c Abs. 1 Nr. 4 StGB;0;0;0;1;0;0;0;0;0;0;1;0;2015
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig gemäß § 184c Abs. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
143530;Besitz oder sich Verschaffen von Jugendpornographie gemäß § 184c Abs. 3 StGB;2;3;1;4;1;20;6;10;11;7;6;8;2015
143600;Besitz/Verschaffung von Jugendpornographie gemäß § 184c Abs. 2 und 4 StGB;36;34;29;18;22;17;11;17;21;6;4;1;2015
143700;Verbreitung von Jugendpornographie gemäß § 184c Abs. 1 StGB;32;36;43;33;20;29;18;22;25;12;8;1;2015
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;58362;55836;58824;59633;68806;63843;67777;69513;62297;63747;60137;60415;2015
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3551;3378;3582;3154;3564;3440;3337;3755;3533;4023;3680;3638;2015
210010;Sonstiger Raub § 249 StGB;243;209;240;215;264;240;276;309;289;326;332;309;2015
210020;Sonstiger schwerer Raub § 250 StGB;101;87;80;66;77;60;88;77;99;104;88;119;2015
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
210040;Räuberischer Diebstahl § 252 StGB;708;715;790;689;732;770;810;850;760;876;814;733;2015
210050;Sonstige räuberische Erpressung § 255 StGB;212;202;219;208;192;211;184;176;200;229;192;195;2015
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;21;28;14;6;10;11;9;9;13;7;18;9;2015
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);13;19;10;5;6;10;4;8;11;6;15;6;2015
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;3;1;1;0;0;0;0;3;0;0;0;1;2015
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;2;5;2;2;3;2;1;2;5;1;5;3;2015
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;8;13;7;3;3;8;3;3;6;5;10;2;2015
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;8;9;4;1;4;1;5;1;2;1;3;3;2015
211210;Raub auf Postfilialen und -agenturen § 249 StGB;0;2;1;1;0;0;0;0;0;0;0;0;2015
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;5;3;1;0;3;0;4;0;1;1;2;2;2015
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;3;4;2;0;1;1;1;1;1;0;1;1;2015
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte ;375;324;329;212;194;211;155;189;206;267;253;239;2015
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;22;33;31;18;15;16;20;15;15;30;20;13;2015
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;145;104;112;82;61;67;55;59;86;87;94;93;2015
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;79;70;63;30;37;31;27;32;30;50;39;40;2015
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;56;60;59;46;44;42;28;45;43;54;44;44;2015
212110;Raub auf Spielhallen § 249 StGB;4;7;6;13;9;2;4;8;7;6;2;5;2015
212120;Schwerer Raub auf Spielhallen § 250 StGB;31;40;40;21;26;28;16;22;21;24;23;20;2015
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;21;13;13;12;9;12;8;15;15;24;19;19;2015
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;73;57;64;36;37;55;25;38;32;46;56;49;2015
212210;Raub auf Tankstellen § 249 StGB;10;5;6;4;4;5;4;2;2;7;1;7;2015
212220;Schwerer Raub auf Tankstellen § 250 StGB;35;31;39;19;17;32;11;17;18;24;31;14;2015
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;28;21;19;13;16;18;10;19;12;15;24;28;2015
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;8;15;13;7;4;9;5;6;6;3;9;8;2015
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;8;15;13;7;4;9;5;6;6;3;9;7;2015
213110;Raub auf Geld- und Kassenboten § 249 StGB;5;5;2;5;1;6;4;3;4;2;4;4;2015
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;1;9;6;1;3;3;1;3;2;0;5;3;2015
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;2;1;5;1;0;0;0;0;0;1;0;0;2015
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;0;0;0;0;1;2015
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;1;2015
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;22;23;33;14;17;23;13;16;14;22;20;15;2015
214079;Räuberischer Angriff auf sonstige Kraftfahrer;12;15;12;6;5;14;8;9;11;17;13;6;2015
214100;Beraubung von Taxifahrern;10;8;21;8;12;9;5;7;3;5;7;9;2015
216000;Handtaschenraub;194;196;239;166;156;174;158;190;178;223;239;233;2015
216010;Handtaschenraub gemäß § 249 StGB;182;181;220;145;139;158;149;173;162;203;217;220;2015
216020;Handtaschenraub gemäß § 250 StGB;12;13;13;20;16;15;8;15;10;15;22;12;2015
216030;Handtaschenraub mit Todesfolge gemäß § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
216050;Räuberische Erpressung bei Handtaschenraub gemäß § 255 StGB;0;2;6;1;1;1;1;2;6;5;0;1;2015
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1415;1381;1406;1354;1668;1527;1450;1736;1554;1774;1529;1584;2015
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;887;891;933;908;1111;1015;999;1201;1041;1181;1001;1082;2015
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;236;214;204;197;253;219;221;258;237;275;229;265;2015
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;1;2015
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;292;276;269;249;304;293;230;277;276;318;299;236;2015
218000;Raub zur Erlangung von Betäubungsmitteln;6;7;10;9;5;9;6;4;7;5;5;4;2015
218010;Raub zur Erlangung von Betäubungsmitteln gemäß § 249 StGB;4;1;6;8;1;4;2;0;1;2;1;1;2015
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln gemäß § 250 StGB;2;3;0;0;3;3;2;3;0;1;1;2;2015
218030;Raub mit Todesfolge  zur Erlangung von Betäubungsmitteln gemäß § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln gemäß § 255 StGB;0;3;4;1;1;2;2;1;6;2;3;1;2015
219000;Raubüberfälle in Wohnungen;246;191;209;208;245;195;183;193;207;187;181;190;2015
219010;Raub in Wohnungen gemäß § 249 StGB;123;77;99;104;110;112;96;79;102;103;96;102;2015
219020;Schwerer Raub in Wohnungen gemäß § 250 StGB;67;54;52;54;72;51;39;58;54;53;49;45;2015
219030;Raub mit Todesfolge in Wohnungen gemäß § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
219050;Räuberische Erpressung in Wohnungen gemäß § 255 StGB;56;60;58;50;63;32;48;56;51;31;36;43;2015
220000;Körperverletzung §§ 223-227, 229, 231 StGB ;40062;38649;39553;41003;49163;44066;47307;48477;43239;43794;41723;42883;2015
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;7;8;4;5;7;9;11;6;7;3;4;8;2015
221010;Körperverletzung mit Todesfolge § 227 StGB;7;8;4;5;7;9;11;6;6;3;4;8;2015
221020;Beteiligung an einer Schlägerei mit Todesfolge gemäß § 231 StGB;0;0;0;0;0;0;0;0;1;0;0;0;2015
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9473;9070;9442;9803;12097;10445;11238;11966;10545;10700;9951;10336;2015
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung gemäß § 224 StGB;5463;4981;5364;5420;6329;5626;6287;6265;5759;6040;5824;6102;2015
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;30;20;27;31;17;17;34;34;22;32;26;33;2015
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;1;4;0;2;1;2;3;1;3;2;3;5;2015
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;3979;4065;4051;4350;5750;4800;4914;5666;4761;4626;4098;4196;2015
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;3960;4049;4037;4333;5726;4778;4895;5644;4743;4603;4086;4174;2015
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;17;13;14;14;20;22;16;18;16;17;9;12;2015
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB ;2;3;0;3;4;0;3;4;2;6;3;10;2015
223000;Misshandlung von Schutzbefohlenen § 225 StGB;320;283;376;297;333;341;348;318;278;280;299;248;2015
223001;Misshandlung Schutzbefohlener ab 14 Jahren ;77;78;63;68;79;82;86;80;72;73;76;68;2015
223100;Misshandlung von Kindern;243;205;313;229;254;259;262;238;206;207;223;180;2015
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;28723;27887;28214;29097;34808;31275;33579;34212;30598;31217;29947;30836;2015
225000;Fahrlässige Körperverletzung § 229 StGB;1539;1401;1517;1801;1918;1996;2131;1975;1811;1594;1522;1455;2015
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB ;14749;13809;15689;15476;16079;16337;17133;17281;15525;15930;14734;13894;2015
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB ;119;114;107;139;137;134;140;186;158;114;127;110;2015
231100;Menschenraub § 234 StGB;0;1;1;1;1;0;0;0;1;0;1;1;2015
231200;Entziehung Minderjähriger § 235 StGB;119;112;105;138;134;132;140;186;155;114;126;109;2015
231300;Kinderhandel § 236 StGB;0;1;1;0;2;2;0;0;2;0;0;0;2015
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB ;14588;13656;15540;15305;15902;16155;16967;17059;15338;15785;14568;13751;2015
232100;Freiheitsberaubung § 239 StGB;402;319;364;354;406;359;404;374;347;351;337;314;2015
232200;Nötigung § 240 StGB;4506;4677;5575;5301;5357;5660;5998;5842;5299;5603;4876;4698;2015
232201;Nötigung im Straßenverkehr gemäß § 240 Abs. 1 StGB;1709;2062;2612;2460;2466;2615;2897;2855;2508;2596;2106;2170;2015
232279;Sonstige Nötigung gemäß § 240 Abs. 1 und 4 StGB;2797;2615;2963;2841;2891;3045;3101;2987;2791;3007;2770;2528;2015
232300;Bedrohung § 241 StGB;7996;7123;7944;8067;8546;8515;8965;9133;8180;8298;7948;7437;2015
232400;Nachstellung (Stalking) gemäß § 238 StGB;1683;1536;1649;1577;1589;1619;1597;1703;1509;1530;1404;1297;2015
232410;Nachstellung (Stalking) gemäß § 238, Abs. 1 StGB;1664;1528;1628;1560;1577;1601;1581;1691;1494;1508;1389;1277;2015
232420;Nachstellung (Stalking) gemäß § 238, Abs. 2 StGB;17;8;20;17;12;18;15;12;15;21;15;19;2015
232430;Nachstellung (Stalking) gemäß § 238, Abs. 3 StGB;2;0;1;0;0;0;1;0;0;1;0;1;2015
232500;Zwangsheirat § 237 StGB;1;1;8;6;4;2;3;7;3;3;3;5;2015
233000;Erpresserischer Menschenraub § 239a StGB;5;8;8;2;1;9;4;6;2;1;3;2;2015
233079;Sonstiger erpresserischer Menschenraub;5;7;8;2;1;9;4;6;2;1;2;2;2015
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;1;0;0;0;0;0;0;0;0;0;0;2015
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;0;0;0;0;0;1;0;2015
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2015
234000;Geiselnahme § 239b StGB;4;2;1;2;1;2;1;2;4;0;2;1;2015
234079;Sonstige Geiselnahme;4;2;1;2;1;2;1;2;4;0;2;1;2015
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2015
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2015
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2015
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;1;2;0;0;0;0;0;0;0;0;0;2015
236000;Menschenhandel zum Zweck der sexuellen Ausbeutung gemäß § 232 StGB ;29;24;28;27;31;32;19;26;22;26;32;29;2015
236100;Menschenhandel zum Zweck der sexuellen Ausbeutung gemäß § 232 Abs. 1 StGB;17;12;18;19;20;23;13;15;16;15;23;12;2015
236200;Menschenhandel z.N.v. Kindern zum Zweck der sexuellen Ausbeutung gemäß § 232 Abs.3 Nr. 1 StGB ;0;2;0;0;0;1;0;0;1;1;0;1;2015
236300;Menschenhandel zum Zweck der sexuellen Ausbeutung gemäß § 232 Abs.3 Nr. 2 StGB;0;1;0;1;3;1;1;0;1;0;0;0;2015
236400;Gewerbs- oder bandenmäßiger Menschenhandel zum Zweck der sexuellen Ausbeutung gemäß § 232 Abs.3 Nr. 3 StGB ;1;1;2;3;1;5;1;1;1;3;5;9;2015
236500;Menschenhandel zum Zweck der sexuellen Ausbeutung gemäß § 232 Abs. 4 StGB ;11;8;8;4;7;2;4;10;3;7;4;7;2015
237000;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 StGB ;2;3;0;1;3;5;2;2;1;2;1;0;2015
