Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB;1505;956;824;878;1006;967;1059;878;765;561;332;82;2016
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;43;39;46;69;77;136;171;209;271;396;607;1045;2016
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;839;478;454;454;541;526;554;454;405;296;173;51;2016
111000;Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB;25;26;32;45;51;88;105;143;169;240;317;499;2016
111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;101;50;65;54;90;76;81;63;69;46;25;6;2016
111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;3;3;6;3;6;12;16;22;13;26;32;51;2016
111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;58;15;9;11;14;14;14;10;12;4;2;1;2016
111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;0;0;0;1;1;2;2;2;1;4;6;5;2016
111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;201;26;9;11;22;23;17;22;18;15;4;1;2016
111300;Vergewaltigung durch Gruppen § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;2;0;3;1;1;4;1;8;6;9;6;11;2016
111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;479;387;371;378;415;413;442;359;306;231;142;43;2016
111400;Sonstige Straftaten gemäß § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;14;20;18;30;31;48;60;77;104;146;195;296;2016
111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
111500;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;0;0;0;0;0;0;0;0;0;0;1;0;2016
111600;Sexuelle Übergriffe § 177 Abs. 1, 2, 3, 4, 7, 8 und 9 StGB;6;3;5;10;12;22;26;34;45;55;77;136;2016
112000;Sonstige sexuelle Nötigung § 177 Abs. 1 und 5 StGB;625;441;347;386;428;401;476;403;335;243;148;31;2016
112000;Sonstige sexuelle Nötigung § 177 Abs. 5, 7, 8 und 9 StGB;10;10;8;21;21;39;54;56;83;128;163;210;2016
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;47;38;29;40;40;46;38;27;34;41;31;16;2016
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174  StGB;29;25;16;28;27;34;24;15;22;30;19;12;2016
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;6;3;2;2;2;2;3;5;1;2;3;0;2016
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;0;0;0;0;1;0;0;0;0;0;0;0;2016
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;12;10;11;10;10;10;11;7;11;9;9;4;2016
114000;Sexuelle Belästigung § 184i StGB;2;2;0;1;2;3;3;4;10;9;107;313;2016
115000;Straftaten aus Gruppen § 184j StGB;0;0;0;0;0;0;0;0;0;0;0;7;2016
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 179, 182, 183, 183a StGB;1559;1341;1355;1534;1771;1927;2046;1809;1732;1199;1111;852;2016
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;844;681;685;728;814;907;804;738;767;574;558;418;2016
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;10;6;16;4;7;12;10;3;9;9;3;4;2016
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;358;305;294;321;354;396;374;336;322;263;231;193;2016
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;107;108;110;115;168;181;165;136;177;94;100;61;2016
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;54;30;37;25;44;35;38;30;36;18;28;12;2016
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;179;146;117;150;124;157;118;118;127;121;118;70;2016
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung nach § 176a Abs. 2 Nr. 1 StGB;35;31;38;42;46;40;37;38;41;25;28;34;2016
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;10;4;5;10;6;4;4;5;3;4;0;4;2016
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;91;51;68;61;65;82;58;72;52;40;50;40;2016
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;545;487;503;622;761;856;1029;881;792;499;460;372;2016
132010;Exhibitionistische Handlungen § 183 StGB;474;439;446;546;666;757;912;771;700;441;406;338;2016
132020;Erregung öffentlichen Ärgernisses § 183a StGB;71;48;57;76;95;99;117;110;92;58;54;34;2016
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;64;70;74;69;80;70;89;98;82;49;53;44;2016
134000;Sexueller Missbrauch Widerstandsunfähiger § 179 StGB;106;103;93;115;116;94;124;92;91;77;40;18;2016
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;758;718;640;652;613;663;470;517;484;474;466;383;2016
140010;Ausübung der verbotenen Prostitution § 184f StGB;122;131;119;74;41;72;54;43;46;83;91;44;2016
140020;Jugendgefährdende Prostitution § 184g StGB;0;0;0;2;2;1;0;0;0;1;1;2;2016
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;9;10;7;13;5;6;6;9;11;10;7;7;2016
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;9;8;7;10;3;4;5;8;7;10;6;7;2016
141200;Ausbeuten von Prostituierten § 180a StGB;0;2;0;3;2;2;1;1;4;0;1;0;2016
142000;Zuhälterei § 181a StGB;18;14;10;16;11;7;8;16;11;11;14;8;2016
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;609;563;504;547;554;577;402;449;416;369;353;322;2016
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;78;80;55;65;73;79;54;57;59;49;56;55;2016
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;12;8;7;3;4;7;2;3;3;5;2;2;2016
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;7;5;7;2;2;4;3;3;3;6;3;1;2016
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e;0;0;0;0;0;0;0;0;0;0;0;0;2016
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;88;79;77;85;108;73;57;62;48;56;64;56;2016
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;348;308;288;334;299;345;225;244;248;199;195;184;2016
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;192;173;155;181;167;231;126;104;138;86;114;113;2016
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;178;155;142;151;148;212;117;96;128;72;97;100;2016
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;9;13;6;14;5;6;3;2;4;5;9;4;2016
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;1;3;4;11;11;6;4;4;4;3;5;5;2016
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;4;2;3;5;3;7;2;2;2;6;3;4;2016
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;0;3;1;4;2;1;3;0;1;0;0;0;2016
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;156;132;132;149;130;113;96;140;109;113;81;71;2016
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;76;83;70;58;68;69;61;80;55;54;33;24;2016
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;45;45;33;33;50;42;33;46;31;30;16;17;2016
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;38;36;25;23;36;35;28;22;25;26;14;13;2016
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;1;3;2;2;1;1;0;20;2;2;0;0;2016
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;4;3;4;6;4;1;3;1;1;0;0;3;2016
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;2;3;2;2;9;5;2;3;3;2;2;1;2016
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;0;1;0;0;0;0;0;1;1;0;0;1;2016
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;31;37;37;25;18;27;28;33;23;24;17;6;2016
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;66450;62690;62102;65469;73235;69311;73958;66652;69149;63361;58651;57880;2016
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3936;3443;3356;3334;3346;3121;3348;3181;3282;3354;3084;3066;2016
210010;Sonstiger Raub § 249 StGB;246;234;228;260;256;242;293;222;242;253;231;206;2016
210020;Sonstiger schwerer Raub § 250 StGB;106;91;77;100;94;56;88;75;86;104;87;84;2016
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
210040;Räuberischer Diebstahl § 252 StGB;772;769;733;778;722;734;685;698;701;693;709;695;2016
210050;Sonstige räuberische Erpressung § 255 StGB;218;167;217;187;213;203;205;168;184;196;207;181;2016
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;13;17;16;12;15;14;10;9;3;9;5;8;2016
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);6;14;11;9;12;12;6;9;3;6;4;7;2016
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;0;0;0;0;1;1;1;0;1;0;0;1;2016
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;4;9;3;2;3;3;2;2;2;2;2;2;2016
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;2;5;8;7;8;8;3;7;0;4;2;4;2016
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;7;3;5;3;3;2;4;0;0;3;1;1;2016
211210;Raub auf Postfilialen und -agenturen § 249 StGB;0;0;0;0;0;0;0;0;0;1;0;0;2016
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;3;0;2;2;1;2;3;0;0;0;1;1;2016
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;4;3;3;1;2;0;1;0;0;2;0;0;2016
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;326;312;254;218;175;178;141;211;155;217;234;238;2016
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;31;22;13;13;15;23;15;18;10;25;22;12;2016
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;115;106;85;62;59;55;39;73;53;67;80;107;2016
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;75;60;54;43;29;44;27;40;17;41;40;36;2016
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;50;60;47;54;41;31;39;47;50;48;43;41;2016
212110;Raub auf Spielhallen § 249 StGB;7;6;10;4;5;4;3;5;5;5;3;4;2016
212120;Schwerer Raub auf Spielhallen § 250 StGB;32;33;20;31;23;20;28;23;29;28;29;22;2016
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;11;21;17;19;13;7;8;19;16;15;11;15;2016
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;55;64;55;46;31;25;21;33;25;36;49;42;2016
212210;Raub auf Tankstellen § 249 StGB;4;5;3;9;5;4;2;3;4;2;4;6;2016
212220;Schwerer Raub auf Tankstellen § 250 StGB;31;33;33;18;14;11;13;20;14;19;28;18;2016
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;20;26;19;19;12;10;6;10;7;15;17;18;2016
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;4;9;10;7;7;7;4;7;6;4;5;8;2016
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;4;9;9;7;7;7;4;7;6;4;5;8;2016
213110;Raub auf Geld- und Kassenboten § 249 StGB;2;6;6;3;1;2;2;6;0;2;1;3;2016
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;2;2;3;4;6;2;2;0;6;2;2;4;2016
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;0;1;0;0;0;3;0;1;0;0;2;1;2016
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;1;0;0;0;0;0;0;0;0;0;2016
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;1;0;0;0;0;0;0;0;0;0;2016
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;23;16;18;17;22;18;8;16;17;15;22;21;2016
214079;Räuberischer Angriff auf sonstige Kraftfahrer;18;10;9;9;14;10;6;5;8;8;16;10;2016
214100;Beraubung von Taxifahrern;5;6;9;8;8;8;2;11;9;7;6;11;2016
216000;Handtaschenraub;250;180;186;146;141;123;141;126;131;173;172;181;2016
216010;Handtaschenraub § 249 StGB;234;169;182;139;134;111;132;120;117;153;156;175;2016
216020;Handtaschenraub § 250 StGB;13;10;4;7;7;10;8;6;11;16;15;6;2016
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;3;1;0;0;0;2;1;0;3;4;1;0;2016
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1717;1420;1372;1371;1498;1355;1559;1440;1566;1497;1240;1272;2016
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;1140;913;871;897;985;896;1100;981;1050;956;795;846;2016
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;287;224;218;224;235;225;223;253;244;274;215;197;2016
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;290;283;283;250;278;234;236;206;272;267;230;229;2016
218000;Raub zur Erlangung von Betäubungsmitteln;7;5;9;13;10;6;12;8;10;4;7;8;2016
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;1;3;2;3;3;2;10;2;6;2;0;2;2016
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;3;2;4;5;4;1;1;1;3;1;1;2;2016
218030;Raub mit Todesfolge  zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;3;0;3;5;3;3;1;5;1;1;6;4;2016
219000;Raubüberfälle in Wohnungen;254;223;236;225;193;185;202;201;181;189;165;164;2016
219010;Raub in Wohnungen § 249 StGB;116;99;110;112;101;84;101;111;89;96;66;76;2016
219020;Schwerer Raub in Wohnungen § 250 StGB;79;69;70;64;47;55;56;50;55;49;49;43;2016
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
219050;Räuberische Erpressung in Wohnungen § 255 StGB;59;55;56;49;45;46;45;40;37;44;50;45;2016
220000;Körperverletzung §§ 223-227, 229, 231 StGB;46315;43992;43208;45953;53041;48890;52487;46562;48617;44755;40870;40874;2016
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;8;8;2;4;7;8;6;5;9;4;3;8;2016
221010;Körperverletzung mit Todesfolge § 227 StGB;8;8;2;4;7;8;6;5;9;4;3;8;2016
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;11517;10532;10318;11275;13323;11577;12596;11450;11921;10875;9611;9406;2016
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;6909;6256;6060;6333;7033;6420;6595;6154;6274;6003;5720;5608;2016
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;30;24;30;19;22;25;26;32;28;31;20;17;2016
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;1;2;3;1;1;1;4;0;1;4;1;0;2016
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;4577;4250;4225;4922;6267;5131;5971;5264;5618;4837;3870;3781;2016
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;4540;4237;4204;4907;6241;5104;5951;5246;5597;4820;3861;3768;2016
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;28;9;19;13;22;21;18;13;16;15;9;10;2016
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;9;4;2;2;4;6;2;5;5;2;0;3;2016
223000;Misshandlung von Schutzbefohlenen § 225 StGB;386;334;317;322;362;392;339;325;331;265;268;247;2016
223001;Misshandlung Schutzbefohlener ab 14 Jahren;84;71;81;72;84;78;79;63;89;58;62;66;2016
223100;Misshandlung von Kindern;302;263;236;250;278;314;260;262;242;207;206;181;2016
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;32673;31622;30995;32522;37146;34841;37344;32740;34403;32014;29324;29808;2016
225000;Fahrlässige Körperverletzung § 229 StGB;1731;1496;1576;1830;2203;2072;2202;2042;1953;1597;1664;1405;2016
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;16199;15255;15538;16182;16848;17300;18123;16909;17250;15252;14697;13940;2016
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;126;122;137;124;126;138;173;161;149;129;86;124;2016
231100;Menschenraub § 234 StGB;1;0;1;0;0;0;0;1;0;0;0;0;2016
231200;Entziehung Minderjähriger § 235 StGB;125;122;136;123;126;136;172;160;147;122;85;122;2016
231300;Kinderhandel § 236 StGB;0;0;0;1;0;2;1;0;2;7;1;2;2016
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;16028;15105;15360;16011;16699;17142;17916;16722;17076;15097;14589;13804;2016
232100;Freiheitsberaubung § 239 StGB;391;366;374;325;381;396;361;365;355;330;351;317;2016
232200;Nötigung § 240 StGB;5245;5215;5337;5778;5858;5834;6105;5847;6081;5305;5000;4639;2016
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;2047;2304;2444;2643;2702;2629;2889;2835;2882;2434;2211;2083;2016
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;3198;2911;2893;3135;3156;3205;3216;3012;3199;2871;2789;2556;2016
232300;Bedrohung § 241 StGB;8756;7882;8105;8422;8982;9386;9828;8966;9105;8050;7788;7528;2016
232400;Nachstellung (Stalking) § 238 StGB;1632;1639;1538;1482;1473;1522;1617;1537;1532;1404;1445;1317;2016
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;1614;1620;1523;1466;1458;1490;1588;1511;1517;1387;1425;1300;2016
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;18;19;15;16;15;32;28;24;12;15;17;14;2016
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;0;0;0;0;0;0;1;2;3;2;3;3;2016
232500;Zwangsheirat § 237 StGB;4;3;6;4;5;4;5;7;3;8;5;3;2016
233000;Erpresserischer Menschenraub § 239a StGB;7;3;1;3;7;1;2;5;1;5;4;1;2016
233079;Sonstiger erpresserischer Menschenraub;6;2;1;3;7;1;2;5;1;5;4;1;2016
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;1;0;0;0;0;0;0;0;0;0;0;2016
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;1;0;0;0;0;0;0;0;0;0;0;0;2016
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2016
234000;Geiselnahme § 239b StGB;1;1;2;2;1;1;0;2;2;0;4;0;2016
234079;Sonstige Geiselnahme;1;1;2;2;1;1;0;2;2;0;4;0;2016
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2016
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2016
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2016
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;0;0;0;0;0;0;0;0;0;0;1;2016
236000;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 StGB;34;22;32;36;13;13;24;14;15;12;12;3;2016
236100;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs. 1 StGB;24;17;23;28;8;10;15;10;11;10;8;0;2016
236200;Menschenhandel z.N.v. Kindern zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 1 StGB;0;0;0;1;1;0;3;1;1;0;0;1;2016
236300;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 2 StGB;2;0;1;0;0;1;0;0;0;0;1;0;2016
236400;Gewerbs- oder bandenmäßiger Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs.3 Nr. 3 StGB;2;0;1;0;0;1;0;2;0;0;0;1;2016
236500;Menschenhandel zum Zweck der sexuellen Ausbeutung § 232 Abs. 4 StGB;6;5;7;7;4;1;6;1;3;2;3;1;2016
237000;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 StGB;2;0;1;4;0;1;2;1;3;1;1;0;2016
237100;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 1 StGB;2;0;1;3;0;0;2;0;3;0;1;0;2016
237200;Menschenhandel z.N.v. Kindern zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 1 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
237300;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft  § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
