Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1)  i. V. m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;31;13;27;26;23;28;27;40;20;30;13;18;2018
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;29;23;13;18;13;16;17;19;19;21;15;8;2018
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall  § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;19;9;10;6;11;9;10;12;4;4;10;2;2018
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;0;0;1;0;0;2;3;0;0;0;0;0;2018
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;454;416;495;406;495;526;508;483;450;450;375;284;2018
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9  StGB;183;151;192;153;188;234;197;186;182;181;161;98;2018
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;218;217;261;205;257;236;255;244;222;225;177;153;2018
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;53;48;42;48;50;56;56;53;46;44;37;33;2018
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;34;32;29;31;34;27;26;28;26;21;20;11;2018
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174  StGB;24;22;20;13;17;15;14;8;11;8;4;1;2018
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174  StGB;1;3;1;3;5;2;7;5;5;9;9;5;2018
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;0;3;3;4;4;1;1;3;2;1;1;0;2018
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;1;0;0;1;0;0;0;0;0;0;0;0;2018
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;8;4;5;10;8;9;4;12;8;3;6;5;2018
114000;Sexuelle Belästigung § 184i StGB;1040;966;1223;848;1146;1277;1258;1080;891;695;355;58;2018
114000;Sexuelle Belästigung § 184i StGB;13;16;58;33;22;82;138;171;276;376;498;695;2018
115000;Straftaten aus Gruppen § 184j StGB;3;3;3;3;4;5;6;3;2;3;1;0;2018
115000;Straftaten aus Gruppen § 184j StGB;0;0;0;0;0;1;2;1;1;4;1;3;2018
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;1279;987;1792;1198;1605;1963;1944;1750;1418;1198;1007;923;2018
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;735;585;845;623;796;935;811;766;670;568;505;465;2018
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;4;8;7;3;10;10;5;8;6;3;3;4;2018
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;308;260;368;274;351;383;365;321;296;261;227;217;2018
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;99;90;168;88;129;200;151;155;116;94;74;66;2018
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;27;24;20;28;26;31;31;18;29;25;14;14;2018
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;179;118;154;134;152;183;143;148;117;103;115;102;2018
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;45;26;51;26;40;42;49;45;36;28;33;31;2018
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;13;5;12;6;13;10;7;4;11;4;5;4;2018
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;60;54;65;64;75;76;60;67;59;50;34;27;2018
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;473;359;895;529;761;968;1060;925;695;576;462;419;2018
132010;Exhibitionistische Handlungen § 183 StGB;417;325;777;475;672;835;916;784;601;501;416;366;2018
132020;Erregung öffentlichen Ärgernisses § 183a StGB;56;34;118;54;89;133;144;141;94;75;46;53;2018
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;71;43;52;46;48;60;73;59;53;54;40;39;2018
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;21;11;16;19;13;14;20;16;15;16;13;11;2018
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;50;32;36;27;35;46;53;43;38;38;27;28;2018
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;854;615;597;662;589;667;549;569;572;611;609;456;2018
140010;Ausübung der verbotenen Prostitution § 184f StGB;51;39;47;40;32;51;38;54;63;65;62;38;2018
140020;Jugendgefährdende Prostitution § 184g StGB;2;1;0;1;1;0;1;0;0;1;0;0;2018
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;11;6;6;9;6;6;7;11;6;6;9;4;2018
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;9;4;5;7;4;6;6;10;5;6;7;3;2018
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;7;3;2;6;2;5;4;3;4;3;5;3;2018
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;2;1;3;1;2;1;2;7;1;3;2;0;2018
141200;Ausbeuten von Prostituierten § 180a StGB;2;2;1;2;2;0;1;1;1;0;2;1;2018
142000;Zuhälterei § 181a StGB;14;7;8;10;10;8;6;10;5;7;4;5;2018
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;776;562;536;602;540;602;497;494;498;532;534;409;2018
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;78;71;85;98;80;86;70;88;87;71;73;51;2018
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;16;7;6;5;5;4;4;3;3;6;12;7;2018
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;7;2;4;5;4;4;5;1;4;0;2;12;2018
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;107;84;61;80;66;73;72;54;61;87;77;66;2018
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;458;312;273;334;296;344;275;283;269;287;273;195;2018
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;236;136;131;142;160;156;142;126;161;148;152;128;2018
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;208;115;114;130;137;131;124;112;127;120;131;110;2018
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;18;7;11;6;7;11;10;5;21;15;13;9;2018
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;3;6;3;4;8;8;5;6;7;6;5;3;2018
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;7;8;3;2;8;6;3;3;6;7;3;6;2018
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;3;1;0;2;1;0;0;2;1;0;0;2;2018
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;219;175;142;190;135;188;133;155;107;139;121;65;2018
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;110;86;107;80;89;91;71;65;74;81;97;78;2018
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;67;56;63;40;53;56;37;40;51;51;44;50;2018
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;52;38;45;32;36;43;33;36;45;41;34;41;2018
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;4;3;4;2;6;4;1;1;1;1;3;0;2018
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;4;8;6;3;4;3;2;1;2;2;4;4;2018
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;7;7;8;3;7;6;1;2;3;7;3;5;2018
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;1;1;2;0;0;0;1;0;2;0;2;2;2018
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;42;29;42;40;36;35;33;25;21;30;51;26;2018
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;62755;55442;71388;58361;65488;71847;71031;68776;65151;61365;56110;55063;2018
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3297;2744;2968;2805;2960;2945;2926;2861;2916;2943;2722;2583;2018
210010;Sonstiger Raub § 249 StGB;198;182;255;168;241;200;214;227;227;240;229;232;2018
210020;Sonstiger schwerer Raub § 250 StGB;61;68;58;55;75;63;74;52;61;86;71;73;2018
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;1;0;0;2018
210040;Räuberischer Diebstahl § 252 StGB;709;632;691;718;696;688;717;711;638;664;647;577;2018
210050;Sonstige räuberische Erpressung § 255 StGB;213;166;214;215;189;172;167;168;205;196;238;207;2018
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9;10;6;6;5;8;2;2;3;7;4;9;2018
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);5;5;4;3;2;6;2;2;1;7;3;6;2018
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;1;0;1;2;0;2;1;1;0;0;0;1;2018
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;4;5;3;1;2;4;1;1;1;7;3;5;2018
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;4;5;2;3;3;2;0;0;2;0;1;3;2018
211210;Raub auf Postfilialen und -agenturen § 249 StGB;0;1;0;0;0;0;0;0;1;0;0;0;2018
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;2;0;1;2;3;2;0;0;1;0;0;2;2018
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;2;4;1;1;0;0;0;0;0;0;1;1;2018
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;300;286;152;233;183;162;132;139;171;197;210;179;2018
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;21;18;17;16;26;20;15;15;10;11;19;20;2018
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;97;90;36;76;51;44;43;42;58;75;68;65;2018
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;61;59;29;47;28;26;20;27;32;26;42;29;2018
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;46;57;31;35;46;29;30;28;30;21;27;17;2018
212110;Raub auf Spielhallen § 249 StGB;8;2;3;1;7;5;5;5;3;0;3;2;2018
212120;Schwerer Raub auf Spielhallen § 250 StGB;28;26;16;23;30;16;16;15;12;14;14;10;2018
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;10;29;12;11;9;8;9;8;15;7;10;5;2018
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;75;62;39;59;32;43;24;27;41;64;54;48;2018
212210;Raub auf Tankstellen § 249 StGB;9;3;5;5;1;7;6;3;5;7;6;3;2018
212220;Schwerer Raub auf Tankstellen § 250 StGB;40;31;17;27;22;14;11;17;14;37;30;27;2018
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;26;28;17;27;9;22;7;7;22;20;18;18;2018
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;9;10;4;4;4;5;9;4;7;2;1;3;2018
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;9;9;4;3;4;5;9;4;6;2;1;2;2018
213110;Raub auf Geld- und Kassenboten § 249 StGB;2;3;3;1;1;0;5;1;2;0;1;1;2018
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;7;6;1;1;1;4;2;3;4;1;0;1;2018
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;0;0;0;1;2;1;2;0;0;1;0;0;2018
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;1;0;1;0;0;0;0;1;0;0;1;2018
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;1;0;0;0;0;0;0;1;0;0;0;2018
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;1;0;0;0;0;0;0;0;1;2018
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;25;16;16;15;16;11;8;9;16;11;15;8;2018
214079;Räuberischer Angriff auf sonstige Kraftfahrer;15;8;12;9;13;5;7;5;8;8;7;2;2018
214100;Beraubung von Taxifahrern;10;8;4;6;3;6;1;4;8;3;8;6;2018
216000;Handtaschenraub;186;131;117;105;114;122;116;125;93;111;107;98;2018
216010;Handtaschenraub § 249 StGB;167;118;110;96;108;116;110;114;89;100;102;93;2018
216020;Handtaschenraub § 250 StGB;15;11;6;9;2;6;6;10;4;11;5;3;2018
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;4;2;1;0;4;0;0;1;0;0;0;2;2018
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1348;1042;1275;1085;1245;1351;1317;1250;1344;1255;1013;1040;2018
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;821;657;813;656;798;858;835;786;850;773;611;646;2018
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;217;170;200;185;207;239;219;220;225;228;189;180;2018
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;1;0;0;0;0;0;0;2018
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;310;215;262;244;240;253;263;244;269;254;213;214;2018
218000;Raub zur Erlangung von Betäubungsmitteln;9;15;8;10;11;9;5;11;8;5;8;10;2018
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;2;3;6;3;1;4;2;5;3;4;1;4;2018
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;2;5;1;1;4;1;2;3;1;1;4;1;2018
218030;Raub mit Todesfolge  zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;5;7;1;6;6;4;1;3;4;0;3;5;2018
219000;Raubüberfälle in Wohnungen;230;186;172;191;181;154;165;163;143;168;179;147;2018
219010;Raub in Wohnungen § 249 StGB;109;82;86;80;87;68;76;65;66;75;97;66;2018
219020;Schwerer Raub in Wohnungen § 250 StGB;65;53;43;53;46;42;41;49;27;46;40;44;2018
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;1;0;0;0;0;0;0;0;0;0;0;2018
219050;Räuberische Erpressung in Wohnungen § 255 StGB;56;50;43;58;48;44;48;49;50;47;42;37;2018
220000;Körperverletzung §§ 223-227, 229, 231 StGB;43666;39392;51184;40437;46141;51013;50281;48522;46333;43223;38929;39740;2018
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;11;2;4;7;6;7;5;4;7;5;5;2;2018
221010;Körperverletzung mit Todesfolge § 227 StGB;11;2;4;7;6;7;5;4;7;5;5;2;2018
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;10940;9286;12632;9715;11331;12394;12339;11833;11476;10511;9123;9235;2018
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;6226;5339;6482;5744;5879;6541;6680;6320;6128;5866;5319;5543;2018
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;25;30;22;27;18;16;18;14;20;27;18;17;2018
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;1;3;2;1;3;1;2;2;2;2;3;1;2018
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;0;1;0;0;0;0;1;0;1;0;0;2018
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;4688;3914;6125;3943;5431;5836;5639;5496;5326;4615;3783;3674;2018
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;4671;3898;6101;3931;5414;5819;5626;5480;5306;4594;3770;3663;2018
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;15;12;17;9;13;12;10;13;18;18;11;9;2018
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;2;4;7;3;4;5;3;3;2;3;2;2;2018
223000;Misshandlung von Schutzbefohlenen § 225 StGB;366;319;378;297;323;377;309;361;261;266;243;201;2018
223001;Misshandlung Schutzbefohlener ab 14 Jahren;111;74;97;78;77;94;58;94;72;71;62;52;2018
223100;Misshandlung von Kindern;255;245;281;219;246;283;251;267;189;195;181;149;2018
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;30617;28249;35841;28755;32391;35911;35243;34145;32744;30777;28025;28982;2018
225000;Fahrlässige Körperverletzung § 229 StGB;1732;1536;2329;1663;2090;2324;2385;2179;1845;1664;1533;1320;2018
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;15792;13306;17236;15119;16387;17889;17824;17393;15902;15199;14459;12740;2018
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;136;104;122;111;114;122;181;162;129;124;111;101;2018
231100;Menschenraub § 234 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
231200;Entziehung Minderjähriger § 235 StGB;134;103;121;109;113;121;181;162;129;123;111;101;2018
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;0;0;3;1;1;1;2;1;0;0;0;2;2018
231279;Sonstige Entziehung Minderjähriger § 235 StGB;134;103;118;108;112;120;179;161;129;123;111;99;2018
231300;Kinderhandel § 236 StGB;2;1;1;2;1;1;0;0;0;1;0;0;2018
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;15616;13144;17062;14964;16233;17741;17583;17200;15731;15053;14329;12613;2018
232100;Freiheitsberaubung § 239 StGB;366;322;385;346;357;390;399;405;362;303;324;301;2018
232200;Nötigung § 240 StGB;5191;4514;5799;5250;5734;6133;5937;5907;5413;5127;4786;3992;2018
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;2210;2011;2707;2422;2692;2877;2812;2872;2512;2397;2149;1746;2018
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;2981;2503;3092;2828;3042;3256;3125;3035;2901;2730;2637;2246;2018
232300;Bedrohung § 241 StGB;8352;6954;9314;7891;8667;9642;9597;9224;8393;8168;7759;7141;2018
232400;Nachstellung (Stalking) § 238 StGB;1704;1345;1561;1467;1470;1570;1642;1661;1559;1452;1457;1176;2018
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;1691;1338;1548;1456;1457;1561;1630;1646;1546;1440;1439;1170;2018
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;12;7;12;10;13;9;12;14;10;11;18;6;2018
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;1;0;1;1;0;0;0;1;3;1;0;0;2018
232500;Zwangsheirat § 237 StGB;3;9;3;10;5;6;8;3;4;3;3;3;2018
233000;Erpresserischer Menschenraub § 239a StGB;6;5;4;4;2;3;8;8;6;3;1;3;2018
233079;Sonstiger erpresserischer Menschenraub;6;5;4;4;2;3;8;8;6;2;1;3;2018
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2018
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;0;0;0;0;1;0;0;2018
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2018
234000;Geiselnahme § 239b StGB;3;2;2;3;1;2;1;1;2;2;3;4;2018
234079;Sonstige Geiselnahme;3;2;2;3;1;1;1;1;2;2;3;4;2018
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2018
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;1;0;0;0;0;0;0;2018
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2018
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;0;0;0;0;0;0;0;0;0;0;0;2018
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;31;51;46;37;37;21;51;22;34;17;15;19;2018
239100;Menschenhandel § 232 StGB;17;26;32;20;16;10;23;5;15;8;7;9;2018
