Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;715;653;565;447;605;712;764;760;619;575;448;402;2020
111700;Vergewaltigung § 177 Abs. 6, 7, 8 StGB;665;603;522;420;558;670;709;720;583;541;426;375;2020
111710;Vergewaltigung § 177 Abs. 6  Nr. 1, 2 StGB (ohne Schlüssel 111730);539;497;435;351;460;550;579;578;474;439;359;308;2020
111720;Vergewaltigung im besonders schweren Fall § 177 Abs. 6 Nr. 1,  2  i. V. m. Abs. 7, 8 StGB;41;25;30;20;29;37;33;50;35;36;24;26;2020
111730;Vergewaltigung von widerstandsunfähigen Personen (§ 177 Abs. 2 Nr. 1, Abs. 4) gem. § 177 Abs. 6  Nr. 1, 2  StGB;85;81;57;49;69;83;97;92;74;66;43;41;2020
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;50;50;43;27;47;42;55;40;36;34;22;26;2020
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1)  i. V. m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;21;19;23;9;17;23;20;18;14;13;7;7;2020
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;16;20;12;16;19;16;27;15;13;13;11;15;2020
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall  § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6  Nr. 2, Abs. 7, 8 StGB;13;11;8;2;11;3;8;7;9;8;4;4;2020
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;0;0;0;0;0;0;0;0;0;0;0;1;2020
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;417;496;364;312;420;456;490;513;420;336;347;250;2020
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9  StGB;192;197;159;134;180;210;226;214;187;153;147;95;2020
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;189;245;170;147;197;206;221;262;197;149;169;128;2020
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;36;54;35;31;43;40;43;37;36;34;31;27;2020
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;39;25;21;21;20;49;28;33;34;23;18;18;2020
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174  StGB;24;17;16;12;14;28;14;19;21;11;13;10;2020
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;3;2;1;6;3;4;3;2;3;2;1;2;2020
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;0;1;0;0;0;1;2;2;1;0;0;0;2020
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;12;5;4;3;3;16;9;10;9;10;4;6;2020
114000;Sexuelle Belästigung § 184i StGB;1035;1151;743;571;841;1184;1239;1313;1073;854;738;610;2020
115000;Straftaten aus Gruppen § 184j StGB;2;0;0;0;2;0;1;3;0;0;1;0;2020
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;1469;1327;1231;1259;1738;2151;2037;2020;1747;1263;1184;872;2020
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;916;798;692;574;816;946;853;881;831;641;637;460;2020
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;10;6;5;5;7;9;13;7;3;5;9;3;2020
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;329;280;260;183;303;323;330;326;321;258;238;171;2020
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;106;81;76;70;124;157;119;134;139;74;82;54;2020
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;36;27;29;28;21;42;34;42;34;22;26;26;2020
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;270;263;195;172;237;272;224;245;220;190;191;143;2020
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;71;55;45;53;55;49;47;58;48;25;35;27;2020
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornografischer Schriften § 176a Abs. 3 StGB;14;13;9;8;5;10;10;7;6;5;2;4;2020
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;80;73;73;55;64;84;76;62;60;62;54;32;2020
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;481;461;476;633;847;1127;1099;1075;862;564;503;377;2020
132010;Exhibitionistische Handlungen § 183 StGB;421;398;409;532;739;958;933;881;721;482;424;339;2020
132020;Erregung öffentlichen Ärgernisses § 183a StGB;60;63;67;101;108;169;166;194;141;82;79;38;2020
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;72;68;63;52;75;78;85;64;54;58;44;35;2020
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;29;16;22;12;22;23;18;12;14;10;19;8;2020
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;43;52;41;40;53;55;67;52;40;48;25;27;2020
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;1989;1780;1414;1062;1340;1449;1191;1544;1399;1031;1056;1015;2020
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g, 184k StGB;1989;1780;1414;1062;1340;1449;1191;1544;1400;1032;1058;1020;2020
140010;Ausübung der verbotenen Prostitution § 184f StGB;37;38;38;24;64;65;75;58;70;60;88;82;2020
140020;Jugendgefährdende Prostitution § 184g StGB;2;0;2;0;4;1;2;0;0;0;2;1;2020
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;8;8;3;7;8;19;14;9;5;8;8;3;2020
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;6;7;3;7;8;16;12;7;4;7;7;3;2020
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;2;4;2;6;7;10;5;4;2;4;4;2;2020
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;4;3;1;1;1;6;7;3;2;3;3;1;2020
141200;Ausbeuten von Prostituierten § 180a StGB;2;1;0;0;0;3;2;2;1;1;1;0;2020
142000;Zuhälterei § 181a StGB;10;8;8;7;5;8;6;5;4;12;7;4;2020
143000;Verbreitung pornografischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;1932;1726;1363;1024;1259;1356;1094;1472;1320;951;951;925;2020
143010;Sonstige Verbreitung pornografischer Schriften (Erzeugnisse) § 184 StGB;128;128;115;125;185;173;188;280;160;145;183;127;2020
143020;Verbreitung gewalt- oder tierpornografischer Schriften § 184a StGB;22;21;18;9;14;7;14;12;10;13;10;10;2020
143030;Zugänglichmachen pornografischer Inhalte mittels Rundfunk oder Telemedien;2;3;3;7;9;7;8;6;6;7;9;5;2020
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
143100;Verbreitung pornografischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;191;195;110;91;111;137;105;121;149;106;127;77;2020
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Schriften § 184b StGB;1364;1212;986;655;794;889;620;877;843;555;514;610;2020
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;643;542;449;340;408;463;323;375;395;301;290;373;2020
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;546;462;390;293;313;386;271;302;305;247;227;328;2020
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;72;53;46;35;59;46;30;50;62;39;39;24;2020
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;9;13;6;5;17;6;13;9;18;4;10;8;2020
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;16;14;7;7;19;25;9;14;10;11;14;13;2020
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;5;2;3;3;2;1;0;1;3;0;1;1;2020
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;716;668;534;312;384;425;297;501;445;254;223;236;2020
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Schriften § 184c StGB;225;167;131;137;146;143;159;176;152;125;108;96;2020
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;123;93;77;85;95;80;89;104;86;83;64;68;2020
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;105;75;50;66;73;66;67;76;64;67;48;53;2020
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;7;6;6;4;5;6;4;12;11;7;8;2;2020
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;4;3;13;8;10;3;14;4;5;4;2;6;2020
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;7;9;8;7;7;5;4;12;6;5;6;7;2020
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;1;1;0;0;1;1;3;0;0;0;0;0;2020
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;101;73;54;52;50;62;67;72;66;42;44;28;2020
145000;Verletzung des Intimbereichs durch Bildaufnahmen § 184k StGB;0;0;0;0;0;0;0;0;1;1;2;5;2020
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;59103;62264;54415;51319;60128;65824;67341;70340;62921;58787;50372;45529;2020
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3020;3012;2412;1821;2238;2559;2812;2804;2658;2755;2309;1891;2020
210010;Sonstiger Raub § 249 StGB;213;241;182;168;200;217;259;251;241;243;185;150;2020
210020;Sonstiger schwerer Raub § 250 StGB;94;76;70;39;57;70;69;62;61;101;55;36;2020
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;1;0;0;0;0;0;0;0;0;0;0;2020
210040;Räuberischer Diebstahl § 252 StGB;642;662;588;466;555;648;721;709;684;651;658;458;2020
210050;Sonstige räuberische Erpressung § 255 StGB;231;248;195;123;165;165;184;203;216;209;201;152;2020
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6;6;5;4;5;8;4;8;6;5;2;0;2020
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);4;3;2;2;4;5;3;5;5;4;1;0;2020
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;0;0;0;1;0;0;0;0;0;0;0;0;2020
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;2;0;1;0;1;2;2;3;4;1;1;0;2020
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;2;3;1;1;3;3;1;2;1;3;0;0;2020
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;2;3;3;2;1;3;1;3;1;1;1;0;2020
211210;Raub auf Postfilialen und -agenturen § 249 StGB;0;0;0;1;1;0;0;0;1;0;1;0;2020
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;1;2;2;0;0;2;0;1;0;1;0;0;2020
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;1;1;1;1;0;1;1;2;0;0;0;0;2020
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;241;210;187;84;101;123;147;172;129;187;116;118;2020
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;20;22;18;12;15;12;19;20;13;9;10;9;2020
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;74;47;66;29;31;36;36;36;34;74;33;42;2020
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;1;0;0;0;0;0;0;0;0;0;0;2020
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;48;50;30;19;21;23;34;41;28;35;26;27;2020
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;35;34;16;0;6;14;15;20;20;19;1;0;2020
212110;Raub auf Spielhallen § 249 StGB;3;4;1;0;0;1;1;3;1;2;0;0;2020
212120;Schwerer Raub auf Spielhallen § 250 StGB;18;20;12;0;6;8;9;9;11;12;1;0;2020
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;14;10;3;0;0;5;5;8;8;5;0;0;2020
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;64;56;57;24;28;38;43;55;34;50;46;40;2020
212210;Raub auf Tankstellen § 249 StGB;3;3;6;4;0;1;1;6;5;3;3;6;2020
212220;Schwerer Raub auf Tankstellen § 250 StGB;33;33;29;14;14;23;24;32;14;28;25;24;2020
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;28;20;22;6;14;14;18;17;15;19;18;10;2020
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;5;3;3;1;1;3;3;2;1;2;1;3;2020
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;5;3;3;1;1;3;3;2;1;2;1;3;2020
213110;Raub auf Geld- und Kassenboten § 249 StGB;3;0;1;1;1;1;2;0;1;1;1;2;2020
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;2;3;1;0;0;2;1;2;0;1;0;1;2020
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;0;0;1;0;0;0;0;0;0;0;0;0;2020
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;0;0;0;0;0;2020
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;5;17;10;6;5;2;9;8;8;17;7;7;2020
214079;Räuberischer Angriff auf sonstige Kraftfahrer;2;12;5;4;5;2;4;6;5;7;3;6;2020
214100;Beraubung von Taxifahrern;3;5;5;2;0;0;5;2;3;10;4;1;2020
216000;Handtaschenraub;117;103;74;34;61;82;69;60;72;106;54;67;2020
216010;Handtaschenraub § 249 StGB;106;92;67;32;55;75;66;52;61;98;53;60;2020
216020;Handtaschenraub § 250 StGB;9;11;5;2;3;7;3;7;10;7;0;5;2020
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;2;0;2;0;3;0;0;1;1;1;1;2;2020
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1285;1245;897;726;898;1054;1155;1150;1091;1045;871;751;2020
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;695;745;547;440;521;658;711;691;637;593;508;438;2020
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;275;224;162;147;170;183;228;220;220;206;172;150;2020
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;0;0;0;1;0;0;0;2020
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;315;276;188;139;207;213;216;239;233;246;191;163;2020
218000;Raub zur Erlangung von Betäubungsmitteln;11;17;11;7;8;10;11;8;3;8;9;10;2020
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;4;5;3;3;3;2;6;1;1;0;3;2;2020
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;4;5;5;2;3;6;3;3;2;5;4;4;2020
218030;Raub mit Todesfolge  zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;3;7;3;2;2;2;2;4;0;3;2;4;2020
219000;Raubüberfälle in Wohnungen;170;183;190;163;182;177;181;171;146;181;150;139;2020
219010;Raub in Wohnungen § 249 StGB;77;89;85;74;78;89;78;81;71;76;70;59;2020
219020;Schwerer Raub in Wohnungen § 250 StGB;48;54;58;46;55;46;50;45;37;54;40;47;2020
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
219050;Räuberische Erpressung in Wohnungen § 255 StGB;45;40;47;43;49;42;53;45;38;51;40;33;2020
220000;Körperverletzung §§ 223-227, 229, 231 StGB;40887;44349;37412;35227;41047;44960;45835;48517;43256;39974;33383;30438;2020
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;9;5;8;5;7;4;10;6;6;3;5;2;2020
221010;Körperverletzung mit Todesfolge § 227 StGB;9;5;8;5;7;4;9;6;6;3;5;2;2020
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;1;0;0;0;0;0;2020
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9931;10801;8890;8387;10010;11378;11623;12094;10649;9749;7795;6812;2020
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;5786;6132;5594;5248;5812;6145;6340;6535;5879;5489;4764;4478;2020
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;24;18;25;85;16;29;23;18;11;21;14;19;2020
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;1;0;0;0;3;1;0;1;2;0;1;0;2020
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;0;0;0;0;0;1;0;0;0;0;0;2020
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;4120;4651;3271;3054;4179;5203;5259;5540;4757;4239;3016;2315;2020
222110;Gefährliche Körperverletzung § 224 StGB auf Straßen, Wegen oder Plätzen;4102;4636;3264;3043;4168;5187;5243;5522;4742;4224;3008;2306;2020
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;15;14;7;9;8;13;14;15;12;9;8;8;2020
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;3;1;0;2;3;3;2;3;3;6;0;1;2020
223000;Misshandlung von Schutzbefohlenen § 225 StGB;385;332;329;308;371;368;374;370;320;241;244;253;2020
223001;Misshandlung Schutzbefohlener ab 14 Jahren;108;96;99;76;92;98;94;83;66;64;61;65;2020
223100;Misshandlung von Kindern;277;236;230;232;279;270;280;287;254;177;183;188;2020
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;28974;31667;26774;24992;28894;31257;31764;34028;30425;28363;23960;22163;2020
225000;Fahrlässige Körperverletzung § 229 StGB;1588;1544;1411;1535;1765;1953;2064;2019;1856;1618;1379;1208;2020
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;15196;14903;14591;14271;16843;18305;18694;19019;17007;16058;14680;13200;2020
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;136;87;121;110;121;136;157;146;109;136;82;102;2020
231100;Menschenraub § 234 StGB;0;0;0;0;0;1;0;1;1;0;0;2;2020
231200;Entziehung Minderjähriger § 235 StGB;136;86;119;110;121;133;154;145;108;133;80;99;2020
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;0;0;1;0;1;3;2;3;1;0;0;0;2020
231279;Sonstige Entziehung Minderjähriger § 235 StGB;136;86;118;110;120;130;152;142;107;133;80;99;2020
231300;Kinderhandel § 236 StGB;0;1;2;0;0;2;3;0;0;3;2;1;2020
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;15005;14778;14452;14131;16689;18145;18505;18842;16858;15898;14584;13085;2020
232100;Freiheitsberaubung § 239 StGB;345;336;348;329;348;375;355;398;325;313;318;295;2020
232200;Nötigung § 240 StGB;4791;5163;4912;4583;5729;6240;6516;6675;6145;5857;5241;4579;2020
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;2058;2392;2137;1812;2551;2907;3114;3212;3005;2811;2234;1925;2020
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;2733;2771;2775;2771;3178;3333;3402;3463;3140;3046;3007;2654;2020
232300;Bedrohung § 241 StGB;8180;7795;7861;7856;9005;9739;9897;10020;8744;8183;7545;6804;2020
232400;Nachstellung (Stalking) § 238 StGB;1684;1480;1328;1360;1603;1788;1729;1743;1635;1544;1478;1401;2020
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;1668;1469;1320;1351;1585;1767;1708;1722;1619;1530;1468;1393;2020
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;16;11;7;9;18;21;19;19;15;12;10;8;2020
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;0;0;1;0;0;0;2;2;1;2;0;0;2020
232500;Zwangsheirat § 237 StGB;5;4;3;3;4;3;8;6;9;1;2;6;2020
233000;Erpresserischer Menschenraub § 239a StGB;7;5;3;3;8;3;5;3;11;4;1;2;2020
233079;Sonstiger erpresserischer Menschenraub;7;5;3;3;8;3;5;3;10;3;1;2;2020
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;1;0;0;2020
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;1;0;0;0;2020
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2020
234000;Geiselnahme § 239b StGB;2;0;1;1;3;0;1;3;3;3;1;1;2020
234079;Sonstige Geiselnahme;2;0;1;1;3;0;1;3;3;3;1;1;2020
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2020
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2020
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2020
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;46;33;14;26;22;21;26;25;26;17;12;10;2020
239100;Menschenhandel § 232 StGB;23;16;3;4;9;10;7;8;8;3;4;3;2020
