Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;238;221;210;253;228;199;154;167;159;129;116;117;2019
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;50;45;49;48;41;57;57;44;44;40;31;35;2019
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornografischer Schriften § 176a Abs. 3 StGB;7;9;11;13;7;6;7;11;8;1;5;5;2019
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;70;75;58;73;58;72;80;54;53;62;54;29;2019
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;425;459;654;553;574;979;878;876;588;482;444;335;2019
132010;Exhibitionistische Handlungen § 183 StGB;377;401;563;475;498;828;762;754;509;427;387;292;2019
132020;Erregung öffentlichen Ärgernisses § 183a StGB;48;58;91;78;76;151;116;122;79;55;57;43;2019
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;67;50;46;66;54;59;63;55;44;33;29;36;2019
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;22;14;9;20;21;12;20;18;9;13;8;12;2019
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;45;36;37;46;33;47;43;37;35;20;21;24;2019
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;1642;1589;1029;1625;1271;876;903;827;819;823;812;577;2019
140010;Ausübung der verbotenen Prostitution § 184f StGB;60;57;58;61;46;44;45;39;28;48;46;22;2019
140020;Jugendgefährdende Prostitution § 184g StGB;0;2;0;3;0;0;1;0;0;0;1;1;2019
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;8;5;10;6;8;5;7;9;7;5;6;4;2019
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;4;2;8;3;6;5;7;9;5;4;6;3;2019
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;3;2;5;2;4;2;3;1;4;3;4;2;2019
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;1;0;3;1;2;3;4;8;1;1;2;1;2019
141200;Ausbeuten von Prostituierten § 180a StGB;4;3;2;3;2;0;0;0;2;1;0;1;2019
142000;Zuhälterei § 181a StGB;7;8;9;16;12;5;11;3;10;6;2;5;2019
143000;Verbreitung pornografischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;1567;1517;952;1539;1205;822;839;776;774;764;757;545;2019
143010;Sonstige Verbreitung pornografischer Schriften (Erzeugnisse) § 184 StGB;96;88;107;107;106;97;87;71;90;77;101;70;2019
143020;Verbreitung gewalt- oder tierpornografischer Schriften § 184a StGB;19;36;24;34;18;15;10;5;8;10;12;3;2019
143030;Zugänglichmachen pornografischer Inhalte mittels Rundfunk oder Telemedien;10;7;2;5;5;4;7;0;6;6;2;3;2019
143040;Veranstaltung und Besuch kinder- und jugendpornografischer Darbietungen § 184e StGB;0;0;0;0;0;0;0;0;0;0;0;1;2019
143100;Verbreitung pornografischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;178;189;161;149;105;94;118;100;138;139;111;89;2019
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornografischer Schriften § 184b StGB;1102;1027;552;1040;800;531;530;523;457;426;445;312;2019
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornografie § 184b Abs. 1 StGB;574;465;348;521;436;269;234;292;226;213;233;145;2019
143211;Verbreitung von Kinderpornografie § 184b Abs. 1 Nr. 1 StGB;509;410;286;450;368;226;196;249;188;179;197;119;2019
143212;Besitzverschaffung für andere von Kinderpornografie § 184b Abs. 1 Nr. 2 StGB;54;46;42;47;49;26;24;28;28;20;23;15;2019
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornografie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;6;4;11;11;7;12;7;7;5;4;6;4;2019
143214;Herstellung mit Verbreitungsabsicht von Kinderpornografie § 184b Abs. 1 Nr. 4 StGB;5;5;9;13;12;5;7;8;5;10;7;7;2019
143220;Verbreitung und Herstellung von Kinderpornografie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;2;4;2;3;2;3;0;0;1;0;2;1;2019
143230;Besitz oder sich Verschaffen von Kinderpornografie § 184b Abs. 3 StGB;526;558;202;516;362;259;296;231;230;213;210;166;2019
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornografischer Schriften § 184c StGB;162;170;106;204;171;81;87;77;75;106;86;67;2019
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornografie § 184c Abs. 1 StGB;91;99;71;90;103;46;55;49;54;67;46;41;2019
143511;Verbreitung von Jugendpornografie § 184c Abs. 1 Nr. 1 StGB;70;80;57;76;78;40;43;38;40;54;38;27;2019
143512;Besitzverschaffung für andere von Jugendpornografie § 184c Abs. 1 Nr. 2 StGB;11;7;6;1;10;2;4;5;6;8;3;2;2019
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornografie § 184c Abs. 1 Nr. 3 StGB;4;10;5;6;7;2;5;2;6;4;2;4;2019
143514;Herstellung mit Verbreitungsabsicht von Jugendpornografie § 184c Abs. 1 Nr. 4 StGB;6;2;3;7;8;2;3;4;2;1;3;8;2019
143520;Verbreitung und Herstellung von Jugendpornografie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;1;3;0;0;0;1;1;0;0;0;0;0;2019
143530;Besitz oder sich Verschaffen von Jugendpornografie § 184c Abs. 3 StGB;70;68;35;114;68;34;31;28;21;39;40;26;2019
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;57971;57233;67677;65869;62184;72883;68291;68812;63047;60820;57184;54220;2019
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3009;2817;2859;3039;2756;2982;2947;2897;3007;2955;2855;2471;2019
210010;Sonstiger Raub § 249 StGB;241;250;262;296;271;281;274;295;268;284;302;248;2019
210020;Sonstiger schwerer Raub § 250 StGB;89;69;82;96;66;86;85;75;79;91;104;83;2019
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
210040;Räuberischer Diebstahl § 252 StGB;671;637;684;651;688;742;730;645;693;726;622;552;2019
210050;Sonstige räuberische Erpressung § 255 StGB;215;203;222;250;193;200;187;178;234;202;200;198;2019
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;11;11;6;9;8;6;3;3;3;1;10;5;2019
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);10;8;3;6;6;4;2;3;2;0;4;4;2019
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;0;5;1;2;0;0;0;0;1;0;0;0;2019
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;2;0;1;1;4;2;1;1;0;0;2;2;2019
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;8;3;1;3;2;2;1;2;1;0;2;2;2019
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;1;3;3;3;2;2;1;0;1;1;6;1;2019
211210;Raub auf Postfilialen und -agenturen § 249 StGB;0;1;0;1;0;1;0;0;0;0;1;0;2019
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;1;1;3;2;0;0;1;0;1;0;2;0;2019
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;0;1;0;0;2;1;0;0;0;1;3;1;2019
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;264;219;168;191;155;134;115;128;131;122;100;76;2019
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;272;226;184;201;171;146;122;143;162;172;184;183;2019
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;17;15;15;12;15;10;7;12;7;6;7;1;2019
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;0;0;1;0;2;0;0;0;4;5;14;14;2019
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;86;81;55;72;40;44;34;23;47;38;17;3;2019
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;6;4;11;6;11;9;3;9;19;28;40;63;2019
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;57;50;31;32;45;20;20;29;18;18;13;7;2019
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;2;3;4;4;3;3;4;6;8;17;30;30;2019
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;41;20;37;22;21;32;27;29;19;25;21;17;2019
212110;Raub auf Spielhallen § 249 StGB;3;1;3;2;4;2;4;5;4;2;2;3;2019
212120;Schwerer Raub auf Spielhallen § 250 StGB;22;12;20;15;7;16;15;15;8;19;10;10;2019
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;16;7;14;5;10;14;8;9;7;4;9;4;2019
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;63;53;30;53;34;28;27;35;40;35;42;48;2019
212210;Raub auf Tankstellen § 249 StGB;5;5;5;3;5;2;1;3;0;2;3;2;2019
212220;Schwerer Raub auf Tankstellen § 250 StGB;28;31;17;25;17;17;15;14;24;24;27;30;2019
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;30;17;8;25;12;9;11;18;16;9;12;16;2019
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;8;5;3;8;5;2;0;2;3;4;5;5;2019
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;8;5;3;8;5;2;0;1;3;4;5;5;2019
213110;Raub auf Geld- und Kassenboten § 249 StGB;3;2;1;3;2;1;0;0;3;2;2;4;2019
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;5;2;2;4;3;0;0;1;0;2;3;1;2019
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;0;1;0;1;0;1;0;0;0;0;0;0;2019
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;0;0;0;0;0;0;0;1;0;0;0;0;2019
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;0;0;0;0;0;0;0;1;0;0;0;0;2019
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;16;8;9;14;14;14;14;20;14;17;10;14;2019
214079;Räuberischer Angriff auf sonstige Kraftfahrer;9;5;8;7;8;6;7;9;8;6;9;6;2019
214100;Beraubung von Taxifahrern;7;3;1;7;6;8;7;11;6;11;1;8;2019
216000;Handtaschenraub;113;100;75;126;104;98;98;94;89;88;113;85;2019
216010;Handtaschenraub § 249 StGB;106;94;69;119;101;90;93;88;82;84;97;79;2019
216020;Handtaschenraub § 250 StGB;6;4;6;7;3;8;2;4;6;4;16;6;2019
216030;Handtaschenraub mit Todesfolge § 251 StGB;0;1;0;0;0;0;0;0;0;0;0;0;2019
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;1;1;0;0;0;0;3;2;1;0;0;0;2019
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1144;1113;1167;1182;1061;1241;1250;1268;1290;1219;1156;945;2019
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;637;661;732;708;669;789;803;808;767;747;674;573;2019
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;211;207;162;206;157;195;228;194;213;209;199;183;2019
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;296;245;273;268;235;257;219;266;310;263;283;189;2019
218000;Raub zur Erlangung von Betäubungsmitteln;14;10;11;17;11;6;12;8;13;5;7;7;2019
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;5;3;3;4;5;2;5;4;5;1;1;3;2019
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;2;5;4;6;3;1;3;4;2;1;2;3;2019
218030;Raub mit Todesfolge  zur Erlangung von Betäubungsmitteln § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;7;2;4;7;3;3;4;0;6;3;4;1;2019
219000;Raubüberfälle in Wohnungen;215;185;154;189;164;160;172;166;159;146;142;146;2019
219010;Raub in Wohnungen § 249 StGB;89;82;77;87;71;63;83;81;78;78;78;73;2019
219020;Schwerer Raub in Wohnungen § 250 StGB;75;54;37;51;50;49;45;43;39;31;36;48;2019
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
219050;Räuberische Erpressung in Wohnungen § 255 StGB;51;49;40;51;43;48;44;42;42;37;28;25;2019
220000;Körperverletzung §§ 223-227, 229, 231 StGB;39861;39614;48025;46664;43408;52300;47928;48617;44411;42667;40002;38795;2019
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;5;6;7;5;4;8;8;5;2;6;3;5;2019
221010;Körperverletzung mit Todesfolge § 227 StGB;5;6;7;5;4;8;8;5;2;6;3;5;2019
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2019
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;9585;9424;11536;11254;10377;12899;11559;11828;10687;10235;9287;8946;2019
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;5671;5438;6290;6068;5715;6859;6233;6363;5675;5724;5602;5467;2019
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;28;27;28;30;18;20;29;31;22;20;18;22;2019
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;2;0;0;1;0;0;1;5;1;1;3;0;2019
222040;Verstümmelung weiblicher Genitalien § 226a StGB;0;0;0;0;0;0;0;1;0;0;0;0;2019
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;3884;3959;5218;5155;4644;6020;5296;5428;4989;4490;3664;3457;2019
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;3875;3950;5197;5137;4629;6008;5272;5414;4976;4479;3658;3445;2019
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;7;7;19;14;10;8;20;8;9;10;6;10;2019
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;2;2;2;4;5;4;4;6;4;1;0;2;2019
223000;Misshandlung von Schutzbefohlenen § 225 StGB;327;308;319;361;297;350;355;347;319;296;274;217;2019
223001;Misshandlung Schutzbefohlener ab 14 Jahren;74;72;67;83;64;95;82;90;88;68;63;59;2019
223100;Misshandlung von Kindern;253;236;252;278;233;255;273;257;231;228;211;158;2019
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;28374;28274;34090;33267;30898;36825;33881;34364;31564;30432;28951;28286;2019
225000;Fahrlässige Körperverletzung § 229 StGB;1570;1602;2073;1777;1832;2218;2125;2073;1839;1698;1487;1341;2019
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;15101;14802;16793;16166;16020;17601;17416;17298;15629;15198;14327;12954;2019
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;107;98;135;116;123;149;161;191;117;139;79;90;2019
231100;Menschenraub § 234 StGB;0;0;0;1;1;1;1;0;0;0;0;0;2019
231200;Entziehung Minderjähriger § 235 StGB;105;98;133;113;121;146;160;191;117;139;79;90;2019
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;3;0;0;1;1;7;1;2;1;3;1;0;2019
231279;Sonstige Entziehung Minderjähriger § 235 StGB;102;98;133;112;120;139;159;189;116;136;78;90;2019
231300;Kinderhandel § 236 StGB;2;0;2;2;1;2;0;0;0;0;0;0;2019
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;14955;14661;16605;16008;15865;17417;17228;17078;15474;15020;14226;12831;2019
232100;Freiheitsberaubung § 239 StGB;354;309;347;360;320;372;373;342;329;343;317;279;2019
232200;Nötigung § 240 StGB;4840;5068;5853;5548;5776;5995;5993;5965;5308;5144;4816;4195;2019
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;1943;2333;2814;2572;2969;2862;2949;2941;2614;2484;2233;1946;2019
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;2897;2735;3039;2976;2807;3133;3044;3024;2694;2660;2583;2249;2019
232300;Bedrohung § 241 StGB;8168;7759;8787;8519;8301;9414;9246;9132;8328;8083;7658;7108;2019
232400;Nachstellung (Stalking) § 238 StGB;1587;1516;1610;1576;1462;1627;1613;1634;1502;1448;1429;1242;2019
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;1576;1502;1591;1555;1447;1619;1596;1622;1488;1430;1412;1231;2019
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;11;12;17;21;12;7;13;12;12;17;17;10;2019
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;0;2;2;0;3;1;4;0;2;1;0;1;2019
232500;Zwangsheirat § 237 StGB;6;9;8;5;6;9;3;5;7;2;6;7;2019
233000;Erpresserischer Menschenraub § 239a StGB;8;10;9;4;4;1;1;1;3;4;3;6;2019
233079;Sonstiger erpresserischer Menschenraub;8;9;9;3;4;1;1;1;3;4;3;6;2019
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;1;0;0;0;0;0;0;0;0;0;0;2019
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;1;0;0;0;0;0;0;0;0;2019
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2019
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2019
234000;Geiselnahme § 239b StGB;2;2;4;1;5;5;3;1;3;1;1;2;2019
234079;Sonstige Geiselnahme;2;2;4;1;5;5;3;1;3;1;1;2;2019
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0;0;0;0;0;0;0;0;0;0;0;0;2019
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2019
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Kassenräume und Geschäfte;0;0;0;0;0;0;0;0;0;0;0;0;2019
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0;0;0;0;0;0;0;0;0;0;0;0;2019
